Id,SalePrice
1461,119477.44340001864
1462,146956.99008171106
1463,177198.338397405
1464,198398.46089936997
1465,198493.0778565712
1466,170721.42226073908
1467,180283.51804734804
1468,161742.39165923902
1469,191937.52492896572
1470,120625.42554086306
1471,190362.54050524847
1472,102138.19057466398
1473,96013.19519081894
1474,142542.99527087095
1475,113514.10711361712
1476,354813.7632620932
1477,246351.4278620823
1478,290505.80974925205
1479,296244.91307487496
1480,494350.5896178768
1481,327285.215138474
1482,217001.27740360354
1483,177035.4516390223
1484,164452.0416590536
1485,198749.17041117686
1486,192282.24362953333
1487,333708.2413456092
1488,246531.35214907434
1489,189258.0829092557
1490,237045.93672549308
1491,196605.2086673203
1492,90471.6282431568
1493,191549.96455648425
1494,287823.18377334025
1495,281638.35625682457
1496,234172.89683148306
1497,176189.29414623015
1498,172253.6993281393
1499,168638.89350884687
1500,159345.03411391802
1501,171968.50244723697
1502,152580.6919091239
1503,289477.33061968157
1504,246183.75658813695
1505,225246.97750359855
1506,189355.1552407122
1507,249534.58027536664
1508,205282.03297647362
1509,162577.03612305268
1510,142930.72408765377
1511,149753.5286458365
1512,173542.22440866847
1513,150419.91528945998
1514,153327.60263364293
1515,197883.23938816699
1516,152936.15471291105
1517,166806.00274496584
1518,128045.46399799071
1519,206226.05500506324
1520,126829.10725215235
1521,126986.22241375872
1522,176003.11764678737
1523,109434.39285837158
1524,123297.12770295235
1525,120774.09114776041
1526,112687.25400336624
1527,109968.99467526826
1528,143221.293039053
1529,147324.0273156284
1530,199082.71983408998
1531,108873.75171623153
1532,99863.5130918514
1533,140256.50513739904
1534,127279.49657414963
1535,139765.44952029202
1536,109164.18028229337
1537,62697.57049348876
1538,143971.70996456806
1539,192467.95151160017
1540,90590.38634979859
1541,136765.5847778446
1542,133179.66284247144
1543,170502.19061284757
1544,90620.79398506344
1545,117398.00047369956
1546,139275.33843079186
1547,127178.26498374055
1548,135830.1870475513
1549,126136.65765628885
1550,129710.74586113759
1551,106643.05303415823
1552,137037.6172386828
1553,144251.01413639518
1554,114622.58277698922
1555,151893.1674821783
1556,89692.34318570692
1557,103066.15578928227
1558,103463.09462077818
1559,61542.466239140005
1560,126568.81282906343
1561,121227.53603715645
1562,133204.2075363726
1563,119827.96104218412
1564,154397.5454477939
1565,145995.37432671158
1566,237599.1393763523
1567,80013.49472946241
1568,236724.83636072063
1569,119310.46750171628
1570,142694.9923835391
1571,115779.71842387473
1572,137056.26660739235
1573,225764.5809017918
1574,115852.24356732084
1575,224158.01254369476
1576,253169.5492333391
1577,180417.57463803768
1578,149098.23922903312
1579,140486.86128120712
1580,196466.12058695988
1581,159365.9066911804
1582,127277.54072605437
1583,288278.3036970681
1584,220034.75393592071
1585,139978.45715115662
1586,71762.21704415008
1587,102731.44521343181
1588,149956.17854184523
1589,95935.49988292606
1590,130537.44424286798
1591,90606.14998470123
1592,109364.83123292292
1593,131109.3777003333
1594,126261.62420665594
1595,106709.91636898379
1596,217521.72446174468
1597,194444.87262184615
1598,233433.62223089425
1599,166979.17651354216
1600,157584.84788910206
1601,72731.44896087689
1602,117774.90450109304
1603,72298.97153986011
1604,250257.8573994518
1605,242568.2797434106
1606,166420.54582810868
1607,176782.16991999513
1608,218349.68068006032
1609,181407.68126914455
1610,150243.1117420235
1611,137683.88341256426
1612,168987.2448693628
1613,164764.9495052311
1614,126928.5349880455
1615,93185.46462397347
1616,79337.34459881399
1617,93274.05161155967
1618,125370.35262375537
1619,146892.30391056574
1620,151472.05505439139
1621,136248.4280277104
1622,144702.60080742984
1623,260875.96595897627
1624,205099.286186048
1625,121522.5737820835
1626,171083.73780673114
1627,189955.50410387374
1628,281127.61107879766
1629,177268.89284083236
1630,351628.48650989094
1631,225258.52885609708
1632,241347.37765054434
1633,180466.04921962938
1634,185680.7831139913
1635,176391.2643327723
1636,153578.57333272917
1637,198459.48919164133
1638,178068.1086506832
1639,189663.041005781
1640,253883.15184720425
1641,178852.0312662542
1642,240151.1196661728
1643,212704.26932560222
1644,238575.6428424545
1645,212314.80435027124
1646,165356.08738798086
1647,158223.18882048823
1648,130033.08675177828
1649,141552.2319106661
1650,115572.18477448149
1651,125326.38179791394
1652,101854.01923452358
1653,105780.00644373999
1654,141142.44376693372
1655,134295.9509306241
1656,136687.1314994253
1657,143279.4048641115
1658,142011.2724655612
1659,119993.22171000816
1660,153041.30538945497
1661,431871.93639766093
1662,406511.8372889551
1663,363029.82420351857
1664,511035.9638110499
1665,301682.2032354961
1666,328707.6360093633
1667,394526.6968510884
1668,343180.2201079126
1669,306692.8551755077
1670,339965.6857786422
1671,259374.55895508482
1672,433099.7503965957
1673,293404.505609039
1674,238732.81161772492
1675,195235.24958769936
1676,194708.05081911944
1677,220945.30611315026
1678,443888.6425397503
1679,386480.3783068757
1680,321819.3829917502
1681,245832.3837598629
1682,318836.32706462045
1683,185844.48535289196
1684,178927.2272983074
1685,174903.85982432184
1686,169572.8251620744
1687,177545.48700842808
1688,188279.148337722
1689,197634.33020699897
1690,200720.68331547704
1691,192243.01091272145
1692,267632.30800806504
1693,172588.8056853851
1694,185171.33885566535
1695,172604.7637785271
1696,267016.5619234026
1697,178474.49993355025
1698,345913.36436240986
1699,300362.4136709155
1700,250596.75077731922
1701,268493.04676700744
1702,235170.0279786559
1703,238894.83519067266
1704,273419.9896145226
1705,240975.71153273736
1706,298319.1868908572
1707,208542.95336459205
1708,201268.41950914072
1709,261920.22235948785
1710,219605.9161538295
1711,279618.3048015801
1712,251613.6313660492
1713,273503.94766123226
1714,223391.59566127326
1715,210593.9370209285
1716,181928.78335627055
1717,182421.84571996832
1718,136988.55433878992
1719,205613.71497926273
1720,235965.54631839966
1721,165193.21275456535
1722,127644.10624756016
1723,156014.17294074042
1724,200852.83784968907
1725,240297.85283818873
1726,186507.15409324504
1727,151165.20133626994
1728,179812.24100733394
1729,167068.03541645885
1730,158737.3134722648
1731,122289.49523510321
1732,128390.6505205921
1733,111867.03482815874
1734,121716.14952610331
1735,130792.72999744794
1736,109594.05621009649
1737,310853.24501627847
1738,250919.78538651168
1739,256968.14532650466
1740,201408.57010746904
1741,182759.0098123392
1742,170469.5955744953
1743,183361.38352247933
1744,313948.97888097796
1745,214853.90140646722
1746,183221.36608077202
1747,213137.01369612257
1748,224328.01710169343
1749,140689.22279927725
1750,120753.57352723555
1751,260391.9650025279
1752,119167.21752271074
1753,147890.8771783549
1754,197112.60459998867
1755,162545.7464302873
1756,132348.34202651778
1757,122589.98636845857
1758,143656.32378878
1759,155093.57049707073
1760,161568.36601811557
1761,142414.6623924554
1762,178827.80236855615
1763,182211.40485477843
1764,116511.32616059564
1765,162478.54988571722
1766,196206.92552694667
1767,229724.06506265618
1768,139468.82610442003
1769,173255.73342872586
1770,158086.29012367656
1771,125012.27968349944
1772,130657.17186593557
1773,125817.09772434358
1774,141665.7949058251
1775,143403.67154480756
1776,132056.80635848315
1777,111199.87349621474
1778,138786.60978456208
1779,118280.70890257899
1780,177491.4078822873
1781,125776.27416094144
1782,89007.56609906402
1783,143674.7375565713
1784,107403.43032734825
1785,127189.98565184425
1786,145400.4715787491
1787,167966.71344453862
1788,67106.33304321957
1789,104439.79781154447
1790,84647.95732225306
1791,193151.37433340662
1792,159882.4645555266
1793,133581.06792053411
1794,156566.18869675836
1795,129837.36098972161
1796,129700.2486154542
1797,116839.76406535858
1798,123500.07264843793
1799,112875.1107144677
1800,131291.5855390891
1801,124387.62519098166
1802,138876.43719888452
1803,145934.68226315576
1804,137952.2396532221
1805,137832.897043324
1806,124051.7498850675
1807,137851.40969667744
1808,126816.08831439978
1809,122856.46174828689
1810,130809.47673298999
1811,88177.93766210409
1812,98148.85927931659
1813,119067.78301171851
1814,98508.65513964108
1815,60033.073016725
1816,108242.68160611637
1817,102816.8982936809
1818,136577.9399957966
1819,121635.3619734648
1820,53908.670574266456
1821,116376.33817311292
1822,156836.62125848458
1823,46228.79458346202
1824,125718.34403086976
1825,133544.03607461095
1826,104488.17062511356
1827,99215.81998225668
1828,132507.02621789253
1829,133672.72441290144
1830,140363.73490069265
1831,135942.87334590327
1832,74482.39869119089
1833,139794.59542445024
1834,112912.12518319505
1835,115081.86360571643
1836,119256.02883243113
1837,88846.76804158407
1838,126442.16869594355
1839,108534.20526953934
1840,142555.37892650522
1841,130004.45070687684
1842,95728.0298613099
1843,127045.13521830228
1844,143094.49070265563
1845,141371.14651718602
1846,158813.32143821308
